1566670702,꿀때기곱창,김주형,5.0,2022.12.28.,"꿀때기 양도 많고 맛도 좋고, 사장님도 엄청 친절하게 잘 해주세요, 강추해요👍👍"
1566670702,꿀때기곱창,저는 별로에요,1.0,2022.12.17.,
1566670702,꿀때기곱창,김성은,5.0,2022.10.11.,야채곱창이랑 알곱창 넘 맛나오!! 치즈츠가도 필수👍🏻👍🏻
1566670702,꿀때기곱창,ssoyo,5.0,2022.10.06.,"돼지곱창이 너무 땡겨서 왓는데
진짜 너무 맛있어요 돼지냄새 하나도 안나요!
곱창이 쫀득하고 그냥 술이 쭉쭉ㅠㅠ
양도 진짜 많아요 오늘 소주 4병 각..ㅜ"
1566670702,꿀때기곱창,뵤뵤,5.0,2022.09.09.,"1호점에서도 맛있게 먹었는데 2호점도 쫀맛,,,,, 배 터져서 죽을 뻔 햇어요 곱창은 무족권 꿀때기,,,,,🫶🥹"
1566670702,꿀때기곱창,Jay,5.0,2022.08.30.,곱창 양도 많고 너무 맛있어요!!!!
1566670702,꿀때기곱창,묭묭,5.0,2022.06.02.,"맛있어요 알곱창이 진리
사장님도 매우 친절합니당"
1566670702,꿀때기곱창,하혜진,5.0,2022.04.05.,양도 많고 맵기도 조절돼서 늘 맛있게 먹고있어요❤
1566670702,꿀때기곱창,성경수,5.0,2022.04.05.,2호점도 맛있네요 ㅎㅎㅎ
1566670702,꿀때기곱창,쮸쀼쁍,5.0,2021.06.12.,
234736616,대림국수,J,1.0,2024.06.10.,너무 짜고 맵고 자극적인데 조화가 아무것도 안되어요 ㅠ 다 남기고 추천해준 사람한테 한소리했네요
23037858,호박민속주점,T,5.0,2024.03.20.,
26639136,홍도초밥,LYJ,3.0,2024.08.10.,"적당히 쏘쏘했습니다

가성비도 쏘쏘
맛도 있었고

처음에 초밥 크기가 왜 작지? 했다가
생선이 커서 초밥이 작아보이는 걸 깨닫고
가격을 납득."
26639136,홍도초밥,one&only,3.0,2024.07.13.,초밥 기본 세트 먹었어요. 참 맛있게 잘 먹었어요. 근처 ㅎㅇ대기하다가 시장바닥 같아서 현타 와서 홍도초밥으로 오길 백번 잘한듯. 서비스도 좋고 맛도 좋았습니다. 다만 흡연하는 손님이 가게 바로 앞에서 담배펴서 냄새 들어오는게 너무 싫었러오 ㅠㅠ 이것만 개선되면 자주 가고 싶어요.
26639136,홍도초밥,너도멸종되지않게조심해,5.0,2024.07.12.,가격대비 정말 맛있고 사장님도 친절하심
26639136,홍도초밥,hy,5.0,2024.07.12.,"가성비에 높은 점수
맛도 괜찮은 편"
26639136,홍도초밥,연형,5.0,2024.06.30.,초밥이랑 회덮밥 먹고싶으면 가는곳입니다! 친절하시고 너무 맛있어요!! 매장이 크지않아 포장을 더 자주 해가는데 깔끔하게 포장해주세요.
26639136,홍도초밥,출근맨,5.0,2024.06.19.,"이 동네 어느 초밥집도 제 기준으로는 여기가 최고에요! 사시미도 먹어봤는데 대박,, 그리고 콘치즈를 주시는데 요청드리니까 더 주셨어요🫠 완전 최애 초밥&회 맛집입니다🙊"
26639136,홍도초밥,지예지,5.0,2024.06.01.,모둠초밥 시켰는데 광어도 진짜 쫄깃하고 연어도 엄청 맛있고 다른 초밥들도 맛있었어요! 샐러드도 주고 모밀도 주고 돌아다니시면서 장국 부족하면 더 드리고 친절하셨어요! 건대주변 초밥집 후기 다 알아보다가 여기가 젤 높아서 왔는데 맛있어서 기분 좋았어요!!
26639136,홍도초밥,이종혁,5.0,2024.05.30.,근본 넘치는군요
26639136,홍도초밥,말차밀크티,5.0,2024.05.28.,여기 초밥 짱 맛있어용
26639136,홍도초밥,cercle,4.0,2024.05.06.,
26639136,홍도초밥,이근우,5.0,2024.05.04.,
26639136,홍도초밥,깍뚝,4.0,2024.05.03.,괜찮아요
26639136,홍도초밥,.,5.0,2024.03.31.,
26639136,홍도초밥,윤짱,4.0,2024.03.26.,
26639136,홍도초밥,5점 안줄거다 멍,5.0,2024.03.10.,"1만4천원 모듬초밥을 먹었는데 맛있습니다. 성인 남성 기준으로 12psc라서 스시만으로는 양이 좀 적을 수도 있지만, 사이드로 샐러드랑 콘치즈, 그리고 뚝배기 우동도 같이 나와서 양은 비교적 만족스럽습니다. 스시만 나와서 17000원이라도 사먹을 만큼 가성비가 좋아요. 한치와 연어 그리고 광어가 제일 맛있으니 아껴서 드시면 좋습니다. 지방에서 올라와서 먹을 만큼 뛰어난 맛집은 아니지만, 집근처에서 스시가 먹고 싶을때 종종 사먹을것 같습니다. 우리집 앞에 이런 맛집이 있다니, 영광이군요."
26639136,홍도초밥,나능네주코,5.0,2024.01.08.,좌석이 협소하고 불편한거 빼고는 맛도 있고 사장님도 친절하셔요
26639136,홍도초밥,^^♡^^,5.0,2024.01.07.,"너무너무 맛있어요!!!
끝내줍니다♡♡♡
친절 .......GOOD ^^"
26639136,홍도초밥,민굴,5.0,2024.01.06.,"남자친구랑 자주 오는 맛집
진짜 건대에서 1티어임
호야초밥보다 여기가 훨씬 맛있어요
숨겨진 맛집!!!!!
유명해지세요 안돼 나만 알아야하지만 그래도 유명해지세요❣️"
26639136,홍도초밥,조은지(Eunji),5.0,2024.01.06.,"회덮밥 양 무슨 일?! 회도 신선하고 사장님도 너무 침절하시고💕 재방문 의사 1000%에요!!
우동이랑 콘치즈가 이렇게 양도 많을줄이야...💖   상다리가 부서지네요ㅠㅠㅠ!!
약속있어서 멀리나온건데 맛있게 너무 잘 먹어서 기분이 좋아졌어요~ 올해도 꼭꼭 번창하세여!!"
26639136,홍도초밥,ㅅㄴㅇ,5.0,2024.01.06.,맛있게 잘먹었습니다~~^^
26639136,홍도초밥,..,1.0,2024.01.05.,맛이............
26639136,홍도초밥,류명권,5.0,2024.01.04.,"깔끔하고  맛있었습니다.  친절하고
양도많고  가성비 ~~   굳^^"
26639136,홍도초밥,geek,2.0,2023.12.23.,"모둠초밥 주문해서 먹었는데 특모둠으로 오주문 되어 그대로 먹은 후 결제하고 나서 알았네요.
고의적인 것 같은데 안그러셨으면 좋겠습니다."
26639136,홍도초밥,ha38,5.0,2023.12.21.,"우리 동네 맛집 홍도초밥
오늘도 맛있게 냠냠
찐맛집입니다"
26639136,홍도초밥,♡행복♡,5.0,2023.12.21.,"오랜만에 다녀와습니다
친절한 사장님~ 귀여운 알바 언니~~
너~무 너~무 맛나게 잘먹구 갑니다
후회없는 홍도초밥!!
새해복많이받으세요"
26639136,홍도초밥,dud,1.0,2023.12.19.,"가게가 깨끗해 보이고 가성비가 좋아보여서 방문 했습니다. 참치 초밥이랑 모듭 초밥 시켰는데, 비주얼은 괜찮았지만 맛은 없었습니다. 밥알이 오래됐는지 아니면 설익었는지 부분부분 딱딱해져 있었고 마치 마트의 저렴한 포장 초밥을 먹는 느낌이었어요. 다시는 방문하지 않을 것 같습니다."
26639136,홍도초밥,.,5.0,2023.12.09.,진짜 맛있고 양 많은 ㄷㄷ
26639136,홍도초밥,맛있으면 끄덕이는,5.0,2023.11.15.,진짜 너무 맛있었어요!! 회도 신선하고 샤리도 맛있었습니다 밥 양도 안많고 좋았어요. 글구 콘치즈에 우동이랑 샐러드까지 .. 건대 초밥 먹을땐 무족건 여기로
26639136,홍도초밥,소곤소곤,5.0,2023.11.09.,진짜 초밥 1등입니다 미쳤어요 구성 맛 친절함까지!
26639136,홍도초밥,나는야,5.0,2023.11.07.,여기서 한번 초밥먹은 이후로 건대 초밥은 여기만 감
26639136,홍도초밥,혜자혜자,5.0,2023.11.01.,맛있는곳인데 나랑 인연이없나ㅠㅠ 수요일에 항상 이때쯤 초밥먹어야지 하면 닫아있음 엇갈린게 몇번짼지 셀수도없어서 아쉽..
26639136,홍도초밥,오읭,3.0,2023.10.25.,그냥 시장초밥입니다
26639136,홍도초밥,국건우,5.0,2023.10.22.,서비스도 많이주시고 친절해요
26639136,홍도초밥,동네사람,5.0,2023.10.15.,"특모듬초밥 회 구성이 참 좋음. 보통 회 말고 새우, 조개등으로 갯수를 채우는 경우가 많은데 그러지 않는다는 점에서 플러스. 광어는 조금 질겼는데, 나머지는 다 괜찮았고 두께도 적당했음."
26639136,홍도초밥,김관우,5.0,2023.10.09.,여긴 고냥 좋아요🙂
26639136,홍도초밥,ㅁ,5.0,2023.09.21.,연어초밥
26639136,홍도초밥,애옹애옹,5.0,2023.08.16.,건대초밥왕
26639136,홍도초밥,철,5.0,2023.08.14.,"맛있음 가격도 적당함. 시장안에
있어서 주차는 다른 곳에 하고 와야함."
26639136,홍도초밥,김지안,5.0,2023.08.13.,
26639136,홍도초밥,매수남,5.0,2023.07.16.,"맛 가성비 죽입니다.
특모듬초밥 가즈아~"
26639136,홍도초밥,오승훈,5.0,2023.07.09.,
26639136,홍도초밥,정민,5.0,2023.06.09.,
26639136,홍도초밥,@#,3.0,2023.05.19.,서비스 많이 챙겨주세요. 그치만 샐러드는 오픈 시간에 가서 그런지 전날 준비해둔 시들한 것들로 주신 게 아까웠네요. 초밥은 그냥 그랬습니다
26639136,홍도초밥,최선유,5.0,2023.05.19.,
26639136,홍도초밥,답사장,5.0,2023.04.16.,"연어초밥, 물회 조합으로 꼭 드시기를 추천합니다. 과거에 비해 가격이 많이 (정말 많이) 오르기는 했지만, 맛은 보장합니다!"
26639136,홍도초밥,임동균,1.0,2023.04.02.,물회는 특히 초장국입니다.. 혀가 얼얼하네요
26639136,홍도초밥,쩝,5.0,2023.02.27.,일단 생선이 진짜 맛있음
26639136,홍도초밥,나무,5.0,2022.11.19.,자주 가는 곳이에요 회 두툼하니 맛있어요
26639136,홍도초밥,",",5.0,2022.10.24.,자주 포장해서 먹는 집! 회가 큼직하고 두꺼워서 좋음! 맛있음
26639136,홍도초밥,호영,5.0,2022.09.28.,"최애 물회집
자주자주 시켜 먹을게용ㅎ"
26639136,홍도초밥,ㅋㅆㅇ,4.0,2022.09.02.,
26639136,홍도초밥,눕피,4.0,2022.07.29.,"너무 너무 맛있었어요 일단 회가 엄청 두꺼워요 신선하고요! 시장안에 이런 맛집이...!!!
 특모듬초밥 + 참치초밥 최고예요"
26639136,홍도초밥,은동,5.0,2022.05.28.,"연어랑 특모듬초밥 먹고 왔습니다! 맛있어요!!
직원 분들도 친절하시구.. 굳굳!! 추천합니당!"
26639136,홍도초밥,히앋이,5.0,2022.05.07.,양도 많고 사이드메뉴도 몇 개 주셔요!
26639136,홍도초밥,뭉뭉,5.0,2022.03.29.,
26639136,홍도초밥,ㅇㅇ,1.0,2022.03.19.,"쿠팡이츠에서 시켜먹었는데 회 상태가 안좋았다는 리뷰에 답변도 없이 게시중지를 시켜버리네요 ㅋㅋㅋ 근거없는 비방을 한 것도 아니고, 회 상태가 안좋아서 처음부터 좀 비렸는데 나중에는 도저히 못먹겠어서 버렸다. 정도의 리뷰였는데 안좋은 리뷰는 그렇게 다 숨김처리 해버리시나요? 거기 리뷰한 다른분들 중에는 맛있단 고객도 많았고 회라는 게 날씨나 그날 횟감에 따라 달라질 수 있는거 충분히 이해합니다. 근데 고객리뷰는 이 매장에서 시켜먹었을 때 품질의 리스크를 줄이기 위해서 존재하는 거고, 저도 그렇게 참고하기 때문에 간혹 있는 근거없는 비난의 리뷰는 걸러 보고, 긍정부정 평가의 비율을 보면서 시킵니다. 모든 고객을 만족 시킬 순 없으니까요. (고객에게 문의도 없이 사장님 신고에 일방적으로 삭제해버리는 쿠팡이츠도 참..) 그냥 무실하던가 답변을 하던가 하지 아무 얘기없이 일방적으로 리뷰 삭제해버리는 건 참 어이가 없네요. 이렇게 조작해서 평점 올려진 가게란거 잘 알았구요. 이 리뷰도 어디 잘 지워보세요"
26639136,홍도초밥,서기선,5.0,2022.02.23.,"초밥도 맛나고 회도 맛있었던 집.  배민의 갑오브갑..
가격도 가성비 만족.."
26639136,홍도초밥,양쿡,5.0,2021.09.29.,맛있음
26639136,홍도초밥,리뷰어,4.0,2021.09.15.,친절하고 가격대비 나쁘지않은 품질
26639136,홍도초밥,짜장을 찾아서,5.0,2021.09.01.,원래 다른 초밥집 가려다가 만석이라 포기하고 걸어가다 우연히 들어가게 된 맛집. 맛도 맛이지만 사람이 이렇게 많은데도 종업원 분이 너무 친절하셔서 오랜만에 식당에서 웃으면서 나왔습니다. 이런 집은 우리 집 앞에 있어야하는데 ㅠ ㅠ
26639136,홍도초밥,유랑자,5.0,2021.08.17.,"창문 너머로 보이는 고객 연령대(중노년)
카카오맵 리뷰 많음 (청년층 주요)

전 나이대가 공감가는 집. 말 노필요

훌 ㅡ 륭"
26639136,홍도초밥,B,5.0,2021.05.28.,"연어덮밥,타코와사비,생모밀,모듬사시미,연어사시미,모듬초밥,롤+모듬,연어+광어,물회,특 모듬초밥,특 모듬사시미,연어 머리구이 등등
불과 2달전에 우연히 처음 이 집을 알고서
그동안 먹었던 메뉴를 적어봤어요!

어릴 때 집에서 아빠가 부업으로 
아주 크게 일식집 했던 적이 있어서
어릴 때 부터 사시미와 초밥 등등 이런 건 
정말 자주 먹고 너무 좋아해서 크고서도 자주 먹어요

그만큼, 사실 입 맛 까다로운 편인데
홍도초밥은 처음 알게 된 후로 
정말 계속 찾게돼요!!

모든 음식이 신성하고 싱싱하고
정말 재료 하나하나에 신경 많이 쓰시는구나 느껴요!

여기는 건대 찐 맛집! 정말 별 다섯개도 모자라요"
26639136,홍도초밥,차리,5.0,2021.05.27.,"자주포장하고 배달해서 먹는집이에요~~~우리집근처에 홍도초밥있자는건
♡사랑입니다
친구랑 가서첨으로 연어아부리 먹었어요
신세계~~~주인언니 친절하셨어오
쬐끔짜금 사투리 구여웠어요
또 ~~~  가야지
담엔남자친구랑  가고싶다"
26639136,홍도초밥,마녀,5.0,2021.05.26.,"회신선도 너무싱싱해요
푸짐하게 먹었습니다"
26639136,홍도초밥,ㅊㅂ,4.0,2021.03.11.,광어회 하나는 일품이다
26639136,홍도초밥,김희숙,1.0,2020.10.07.,"아주 아주 별로예요
오늘 평창에 사는 언니가 초밥먹고 싶다고 해서 찾아 찾아 갔는데
특초밥도 별로고
사이드 메뉴도 아주 성의없고
사장님도 의욕없게 보이고
종업원은 한국말도 알아듣지 못하는 외국인이고 불친절했다
대실망하고 왔어요"
26639136,홍도초밥,맛객,3.0,2020.07.16.,가성비 괜찮음
26639136,홍도초밥,모모,1.0,2020.06.07.,신선하지않아 표면이 진득하던 한치초밥 때문에 충격이었던곳
26639136,홍도초밥,존맛탱구리,1.0,2020.05.05.,친구추천으로 갔었는데 비린내나고 별로였어요... 재방문의사 없음
26639136,홍도초밥,잉,1.0,2019.08.23.,"정말 최악이었습니다. 지난 방문이 몇달전인데 아직도 잊혀지지않을만큼 너무 불쾌해서 이제 후기남깁니다.
주인장님 알바 자르든가 교육 다시시키세요. 자리 널널한데 굳이 싫다는 구석탱이 앉히고 커플들 오면 아저씨들 술먹고 떠드는 옆에 일브러 끌어다 앉히고 여자표정 찌그러지고있는데 싫다는자리 끌어다 앉히고.. 밥사주고 안싸우면 다행일듯.. 데이트하실분들은 신중히 생각하고 가세요. 
그리고 모밀시켰을때 면 떡져서 젓가락으로 아무리 파뒤져도 안떨어지드만요. 그정도면 상에 올리기전에 식별 가능하지않나요? 그리고 국물은 진짜 너무 짜서 소금물 타먹는줄알았어요. 앵간한 모밀은 말없이 먹을만큼 음식안가리는데 진짜 먹다가 젓가락 놨습니다. 제발 생각좀 하고 손님 상에 음식 올리세요. 
그리고 손님이 돈내고 식당에서 먹는건 맛도 중요하지만 기분도 그만큼 중요한건데; 제가 산건 음식이 아니라 불쾌감이었어요.
돈주고 불쾌한 감정을 사온기분입니다. 
손님받는것보다 앉아서 돈주고 먹고있는 손님들 기분이나 좀 신경쓰세요. 그따위로 장사하면 소문나서 오던손님도 끊기니까.
그 떡진모밀을 내가 사진을 진짜 찍었어야하는데 안찍은게 한이되네요.  아 별 한개도아까워"
26639136,홍도초밥,Tim,3.0,2018.12.21.,친구추천으로 갔는데 음 먹을만해요 가격이 착합니다
26639136,홍도초밥,훈,5.0,2018.07.23.,
26639136,홍도초밥,ES,4.0,2018.04.07.,쏘쏘입니당 ㅎㅎㅎ가는날이장날 롤주문이 안됐어요ㅠㅠ 재방문의사없음입니당ㅎㅎ
26639136,홍도초밥,허성용(외식마케터),4.0,2017.06.22.,
26639136,홍도초밥,서창호,5.0,2017.04.19.,"선택 초밥이 가능
최고"
26639136,홍도초밥,9구르미,3.0,2016.04.07.,사시미
8138486,한국교자 잠실점,세계5대성인,5.0,2023.11.02.,같이 간 사람은 별로라고 했으나.. 내 생각엔 칼국수 잘 함. 맛이 거의 명동칼국수 그정도임. 굳이 명동까지 갈 필요가 없음.
8138486,한국교자 잠실점,.,4.0,2023.09.28.,
8138486,한국교자 잠실점,푸다뱅,4.0,2023.07.19.,김치수제비 완전 추천👍 후식으로 나오는 단팥죽 먹으러 가고싶을 정도임
8138486,한국교자 잠실점,박정욱,4.0,2023.07.14.,
8138486,한국교자 잠실점,우와,4.0,2023.04.16.,
8138486,한국교자 잠실점,JM,5.0,2022.03.22.,"잠실 직장인 맛집 ~~ 맛있어요! 수제비에 밥이 들어있으니 놀라지 마세요,, 사진엔 없지만 갈비만두가 아주 통통하고 맛있었습니다."
8138486,한국교자 잠실점,Teheran1031,3.0,2021.08.24.,보통
8138486,한국교자 잠실점,22soul,5.0,2021.05.08.,얼큰수제비 너무 맛있어요.
8138486,한국교자 잠실점,익묭,2.0,2021.03.04.,너무 밍밍해요... 교자칼국수
8138486,한국교자 잠실점,두부,4.0,2020.11.21.,맛있어요
8138486,한국교자 잠실점,b.b.wrighter,3.0,2019.03.29.,칼국수와 만두가 맛있는집! 마늘향강한 김치 아주 자극적이다
8138486,한국교자 잠실점,고양이,4.0,2018.05.12.,"제 입맛엔 해물보단 교자 칼국수가 더 맛있었어요!
해물은 진짜 손 칼국수 느낌으로 두툼한 면이었고 교자칼국수는 그것보다 얇고 균일한 면이라 식감이 더 좋았네요.
갈비만두는 통통하고 살짝 달짝지근한게 맛있었습니다ㅎㅎ"
1490864302,투뿔한우천국,이이잉,5.0,2024.08.20.,"밑에 리뷰작업때메 긴가민가했지만 그래도 괜찮았음
알바생들도 나름친절했음
된장이랑 묵사발도 서비스받음
밥도 고봉밥"
1490864302,투뿔한우천국,피카피카,1.0,2024.07.13.,한우도 맛이 없을 수 있구나 그리고 프라이팬에 구워줌.. 기름과 연기
1490864302,투뿔한우천국,지훈,5.0,2024.07.10.,일단 맛이 정말 좋았어요!! 이가격에 이정도 퀄리티 나오기 힘든데 양도 많고 둘이서 배터지게 먹었습니다 ㅎㅎ 담에 또 오고 싶은 맛집이네요
1490864302,투뿔한우천국,태현,5.0,2024.07.10.,지나가다 가격이 저렴한거같아 방문했는데 직접 다 구워주셔서 편하고 고기질도 좋고 맛있었습니다 또 방문할거같아요!
